date,timestamp,,error_message,elapsed,credit_count,notice,total_count,id,name,symbol,slug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data > platform > token_address,data > cmc_rank,last_updated,price_usd,volume_24h,,,,,,,,,,,,
,,,,,,,,18876,ApeCoin,APE,apecoin-ape,234,2022-03-17T12:26:36.000Z,collectibles-nfts,content-creation,gaming,entertainment,dao,governance,metaverse,animoca-brands-portfolio,,,,,,,,,,,,,,,,,,,,,1000000000,361250000,1000000000,,1027,Ethereum,ETH,ethereum,0x4d224452801aced8b2f0aebe155379bb5d594381,31,368593750,1889924113,,2023-01-14T18:09:00.000Z,5.127390556,478616562.9,106.614,-0.87660101,6.38758417,22.24420188,27.87287741,68.60488173,14.83519599,1852269838,0.1897,5127390556,,2023-01-14T18:09:00.000Z
,,,,,,,,8000,Lido DAO,LDO,lido-dao,137,2020-12-15T00:00:00.000Z,defi,dao,three-arrows-capital-portfolio,paradigm-portfolio,liquid-staking-derivatives,,,,,,,,,,,,,,,,,,,,,,,,1000000000,823970808.8,1000000000,,1027,Ethereum,ETH,ethereum,0x5a98fcbea516cf06857215779fd812ca3bef1b32,32,832978675.6,1748746952,0.2259712,2023-01-14T18:09:00.000Z,2.09938982,245779540.9,31.9246,-1.40862005,3.51511765,41.84421279,83.45445977,72.94196337,58.71292976,1729835928,0.1772,2099389820,7655116830,2023-01-14T18:09:00.000Z
,,,,,,,,4030,Algorand,ALGO,algorand,274,2019-06-20T00:00:00.000Z,pos,platform,research,smart-contracts,arrington-xrp-capital-portfolio,kenetic-capital-portfolio,usv-portfolio,multicoin-capital-portfolio,exnetwork-capital-portfolio,,,,,,,,,,,,,,,,,,,,10000000000,7196639339,7418837499,,,,,,,33,,,,2023-01-14T18:09:00.000Z,0.2276039837,153943878.4,139.6472,-0.54654095,7.04779542,17.88380925,3.96255006,-18.6326233,-29.11695869,1637983783,0.1678,2276039837,,2023-01-14T18:09:00.000Z
,,,,,,,,3155,Quant,QNT,quant,135,2018-08-10T00:00:00.000Z,platform,interoperability,,,,,,,,,,,,,,,,,,,,,,,,,,,14612493,12072738,14612493.08,,1027,Ethereum,ETH,ethereum,0x4a220e6096b25eadb88358cb44068a3248254675,34,,,,2023-01-14T18:09:00.000Z,129.4608368,64072999.09,108.9281,-0.37101199,5.30028896,13.89487907,6.75533505,6.95732412,-29.7107821,1562946764,0.1601,1891745572,,2023-01-14T18:09:00.000Z
,,,,,,,,2280,Filecoin,FIL,filecoin,269,2017-12-13T00:00:00.000Z,mineable,distributed-computing,filesharing,storage,polychain-capital-portfolio,blockchain-capital-portfolio,boostvc-portfolio,dcg-portfolio,hashkey-capital-portfolio,a16z-portfolio,winklevoss-capital-portfolio,pantera-capital-portfolio,web3,,,,,,,,,,,,,,,,,359805544,359805544,,,,,,,35,,,,2023-01-14T18:09:00.000Z,4.246159065,415933554.7,151.9634,-0.12710011,11.57498498,28.15743483,2.53378926,-4.78880054,-17.1158462,1527791572,0.1565,1527791572,,2023-01-14T18:09:00.000Z
,,,,,,,,3077,VeChain,VET,vechain,212,2017-08-22T00:00:00.000Z,logistics,data-provenance,iot,smart-contracts,fenbushi-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,86712634466,72511146418,85985041177,,,,,,,36,72511146418,1487793412,,2023-01-14T18:09:00.000Z,0.0205181339,89224513.16,96.124,-0.62365747,6.44497578,25.79966653,12.62347875,1.99838605,-10.12246995,1487793412,0.1524,1779181445,,2023-01-14T18:09:00.000Z
,,,,,,,,8916,Internet Computer,ICP,internet-computer,138,2021-03-23T00:00:00.000Z,platform,distributed-computing,smart-contracts,polychain-capital-portfolio,metaverse,electric-capital-portfolio,hashkey-capital-portfolio,a16z-portfolio,multicoin-capital-portfolio,exnetwork-capital-portfolio,web3,internet-computer-ecosystem,,,,,,,,,,,,,,,,,,283841289.2,494066216.6,,,,,,,37,283841615,1399473998,,2023-01-14T18:09:00.000Z,4.93047504,84497480.69,208.1024,-0.48149517,11.13226597,23.78403526,23.86561121,21.2186044,-0.22869241,1399472392,0.1433,2435981149,,2023-01-14T18:09:00.000Z
,,,,,,,,4642,Hedera,HBAR,hedera,120,2019-09-17T00:00:00.000Z,dag,marketplace,enterprise-solutions,payments,dcg-portfolio,,,,,,,,,,,,,,,,,,,,,,,,50000000000,25202314734,50000000000,,,,,,,38,,,,2023-01-14T18:09:00.000Z,0.05198038648,68314313.44,152.0502,0.69328644,8.67989788,32.54054108,13.42500207,5.13430489,-14.06862497,1310026060,0.1341,2599019324,,2023-01-14T18:09:00.000Z
,,,,,,,,1765,EOS,EOS,eos,505,2017-07-01T00:00:00.000Z,medium-of-exchange,enterprise-solutions,smart-contracts,eos,fenbushi-capital-portfolio,galaxy-digital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,1079814778,1079814778,,,,,,,39,1079819977,1136076098,,2023-01-14T18:09:00.000Z,1.052097685,215495943.6,110.5913,0.30280832,6.81826716,17.93703622,9.63956485,11.34886483,1.01256258,1136070628,0.1163,1136070628,,2023-01-14T18:09:00.000Z
,,,,,,,,1966,Decentraland,MANA,decentraland,330,2017-09-17T00:00:00.000Z,platform,collectibles-nfts,gaming,payments,metaverse,boostvc-portfolio,dcg-portfolio,fabric-ventures-portfolio,kenetic-capital-portfolio,polygon-ecosystem,play-to-earn,,,,,,,,,,,,,,,,,,,1855084192,2193539027,,1027,Ethereum,ETH,ethereum,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,40,,,,2023-01-14T18:09:00.000Z,0.6008647254,1033988983,373.0128,-0.3242132,32.20298036,71.60597136,59.77746103,31.55178345,-5.22234654,1114654653,0.1141,1318020225,,2023-01-14T18:09:00.000Z
,,,,,,,,11221,BitDAO,BIT,bitdao,52,2021-08-11T00:00:00.000Z,dao,governance,dragonfly-capital-portfolio,fenbushi-capital-portfolio,pantera-capital-portfolio,spartan-group,,,,,,,,,,,,,,,,,,,,,,,10000000000,2090946169,10000000000,,1027,Ethereum,ETH,ethereum,0x1A4b46696b2bB4794Eb3D4c26f1c55F9170fa4C5,41,3000000000,1552203654,,2023-01-14T18:09:00.000Z,0.5174012181,42766411.67,91.717,0.49272444,12.70250713,26.52277385,66.32116962,67.83691741,17.28101791,1081858095,0.1108,5174012181,,2023-01-14T18:09:00.000Z
,,,,,,,,7278,Aave,AAVE,aave,485,2020-10-02T00:00:00.000Z,defi,dao,yield-farming,three-arrows-capital-portfolio,governance,lending-borowing,blockchain-capital-portfolio,defiance-capital-portfolio,framework-ventures-portfolio,alameda-research-portfolio,pantera-capital-portfolio,parafi-capital,polygon-ecosystem,fantom-ecosystem,,,,,,,,,,,,,,,16000000,14093192.58,16000000,,1027,Ethereum,ETH,ethereum,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,42,,,0.23340133,2023-01-14T18:09:00.000Z,75.68420939,209089101.3,135.9518,-0.72228821,9.90751047,35.03947632,23.75873411,21.96620212,2.21068691,1066632138,0.1093,1210947350,4569948831,2023-01-14T18:09:00.000Z
,,,,,,,,4172,Terra Classic,LUNC,terra-luna,387,2019-07-26T00:00:00.000Z,cosmos-ecosystem,store-of-value,defi,payments,coinbase-ventures-portfolio,binance-labs-portfolio,solana-ecosystem,arrington-xrp-capital-portfolio,hashkey-capital-portfolio,kenetic-capital-portfolio,huobi-capital-portfolio,pantera-capital-portfolio,terra-ecosystem,injective-ecosystem,,,,,,,,,,,,,,,,5995315302449,6871660267292,,,,,,,43,5995282518237,1047406385,,2023-01-14T18:09:00.000Z,0.0001747050921,407598569.5,128.0129,-0.80440715,1.25795774,14.20966006,7.68708263,-4.28309157,-32.59619837,1047412112,0.1073,1200514040,,2023-01-14T18:09:00.000Z
,,,,,,,,4558,Flow,FLOW,flow,113,2021-01-27T00:00:00.000Z,collectibles-nfts,coinbase-ventures-portfolio,coinfund-portfolio,dcg-portfolio,ledgerprime-portfolio,a16z-portfolio,animoca-brands-portfolio,,,,,,,,,,,,,,,,,,,,,,,1036200000,1410062299,,,,,,,44,,,,2023-01-14T18:09:00.000Z,1.008510696,151896713.3,95.3027,0.00384573,11.78249437,44.39214358,11.42876317,-19.77442415,-31.96209742,1045018783,0.1071,1422062910,,2023-01-14T18:09:00.000Z
,,,,,,,,6210,The Sandbox,SAND,the-sandbox,319,2020-08-05T00:00:00.000Z,collectibles-nfts,content-creation,gaming,ethereum-ecosystem,binance-launchpad,metaverse,play-to-earn,animoca-brands-portfolio,,,,,,,,,,,,,,,,,,,,,3000000000,1499470108,3000000000,,1027,Ethereum,ETH,ethereum,0x3845badAde8e6dFF049820680d1F14bD3903a5d0,45,,,,2023-01-14T18:09:00.000Z,0.66341924,721893215.4,191.7549,-0.63634761,16.10544234,44.95672567,22.02611852,8.14547967,-14.08530632,994777319.5,0.1019,1990257720,,2023-01-14T18:09:00.000Z
,,,,,,,,21794,Aptos,APT,aptos,143,2022-10-19T01:50:25.000Z,aptos-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,130000000,1000000000,,21794,Aptos,APT,aptos,0x1::aptos_coin::AptosCoin,46,130000000,986981679.5,,2023-01-14T18:09:00.000Z,7.592166765,1081026379,21.3937,1.59959218,9.62052368,99.01521086,61.94713826,75.22854324,-9.45437288,986981679.5,0.1011,7592166765,,2023-01-14T18:09:00.000Z
